Gene	ERX1492309	ERX1492310	ERX1492311	ERX1492312	ERX1492313	ERX1492305	ERX1492306	ERX1492307	ERX1492308	ERX1492315	SRX4673373	SRX4673372	SRX4673371	SRX4673370	SRX4673369	SRX4673368	SRX4673367	SRX4673366	SRX4673365	SRX2527436	SRX2527437	SRX2527438	SRX2527442	SRX2527443	SRX2527444	ERX1892495	ERX1892496	ERX1892497	ERX1892498	ERX1892499	ERX1892500	SRX2527536	SRX2527537	SRX2527538	SRX2527543	SRX2527544	SRX2527545	SRX2527546	SRX2527533	SRX2527534	SRX2527535	SRX2527539	SRX2527540	SRX2527541	SRX2527542	SRX4594575	SRX4594576	SRX4594577	SRX4594578	SRX4594579	SRX4594580	SRX4594581	SRX170978	SRX170979	SRX224753	SRX224754	SRX224755	SRX4594582	SRX4594583	SRX4594569	SRX4594570	SRX4594571	SRX4594572	SRX4594573	SRX4594574	SRX4594584	SRX4594585	SRX4594586	ERX2249183	ERX2249184	ERX2249185	ERX2249186	ERX2249187	ERX2249188	SRX589477	SRX589478	SRX589479	SRX996334	SRX996335	SRX170956	SRX170957	SRX170958	SRX170962	SRX170963	SRX170964	SRX170968	SRX170969	SRX170970	SRX170974	SRX170975	SRX170976	ERX945123	ERX945124	ERX945127	SRX2527433	SRX2527434	SRX2527435	SRX2527439	SRX2527440	SRX2527441	ERX1892492	ERX1892493	ERX1892494	ERX1892489	ERX1892490	ERX1892491	SRX224756	SRX224757	SRX224758	SRX589480	SRX589481	SRX589482	SRX589474	SRX589475	SRX589476	SRX996336	SRX996337	SRX996338	SRX996339	SRX170959	SRX170960	SRX170961	SRX170965	SRX170966	SRX170967	SRX170971	SRX170972	SRX170973	SRX170977
MTR_5g021840	0.556167	-0.051294	0.575865	0.450062	0.761739	-0.427854	-0.427854	-0.427854	-0.427854	-0.427854	-0.175424	-0.205826	0.525800	-0.072788	0.554256	-0.262833	-0.199338	-0.317124	-0.407970	0.243671	0.035580	0.146261	0.139341	-0.156881	0.542060	-0.042529	-0.250620	-0.139939	-0.146859	-0.443081	0.542060	0.015173	-0.076264	-0.523392	-0.058414	0.187578	0.244607	0.014250	0.588753	0.179749	0.558052	-0.005007	0.105891	0.200857	0.284860	-0.888892	-0.888892	-0.253793	-0.253793	-0.253793	-0.253793	-0.253793	-0.253554	-0.253298	0.647779	0.729065	0.398969	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.110327	-0.110327	0.139689	0.108218	-0.110327	-0.110327	-0.110327	-0.110327	0.502696	0.762526	0.298781	-0.110327	0.153767	-0.104861	-0.099119	-0.109287	-0.109785	-0.109904	-0.109479	-0.110327	-0.110211	-0.110327	-0.110327	-0.109757	-0.778309	-0.382738	0.017255	-0.519746	0.360040	0.064560	0.178248	0.498699	-0.120620	0.258016	0.360040	0.064560	0.311549	0.632000	0.012681	0.391317	-0.201978	-0.458580	-0.270184	-0.004711	-0.412098	-0.054836	0.256235	0.544433	-0.086398	-0.329716	-0.329716	-0.000848	-0.000848	0.001367	0.001080	0.000652	0.001114	-0.000276	0.000178	-0.000739	-0.000411	-0.000417	-0.000848
MTR_5g030910	-0.166258	0.764915	-0.043991	0.045256	-0.031434	0.475996	-0.285467	0.068810	-0.285467	-0.285467	0.016995	-0.166783	-0.062195	0.030816	0.034158	0.025132	0.006189	-0.141210	0.017621	-0.042269	-0.033113	0.112338	-0.025155	-0.029423	-0.281187	-0.287389	-0.278233	-0.132783	-0.270276	-0.274543	-0.281187	1.072255	0.733342	1.134818	-0.323284	-0.399340	-0.361821	-0.247559	1.749448	0.431477	1.694361	-0.648361	-0.605236	-0.365583	-0.386686	-0.761449	-0.910783	-0.473181	-0.353308	-0.473181	-0.473181	-0.379536	-0.472942	-0.472686	0.876377	1.242383	0.979255	-0.015324	-0.015324	-0.015324	-0.015324	0.076620	-0.015324	0.000000	0.000000	0.000000	-0.023031	-0.113108	-0.054329	-0.063694	-0.113108	-0.040626	-0.049327	-0.039599	0.206791	-0.010999	0.183674	0.482505	0.108405	-0.107642	-0.101900	-0.112068	-0.112566	-0.112685	-0.112260	-0.113108	-0.112992	0.637302	-0.113108	-0.112538	-0.336386	0.894112	0.949460	0.815327	-0.278979	-0.289784	-0.310780	-0.265766	-0.320491	-0.287952	-0.278979	-0.289784	-0.611660	-0.566646	-0.621371	-0.588832	1.353347	0.681807	1.279678	-0.450411	-0.475915	-0.014084	-0.091485	-0.235578	-0.120438	0.096423	0.365161	0.289554	0.532914	-0.081050	-0.081337	-0.081764	-0.081303	-0.082693	-0.082238	-0.083156	-0.082828	-0.082834	-0.083265
MTR_5g037260	0.151236	0.041426	0.066346	-0.009342	-0.018294	-0.357094	-0.131867	-0.357094	0.213942	0.367021	0.022021	-0.061906	-0.123961	0.041638	-0.072424	0.065997	0.017101	0.145252	-0.093577	0.043281	0.009204	0.013016	0.027295	0.000778	-0.167942	0.021236	-0.012841	-0.009029	0.005250	-0.021267	-0.167942	-0.040270	0.392807	0.070260	0.295004	0.034554	-0.018808	-0.026835	-0.055097	-0.025968	-0.101040	0.016999	-0.030558	0.040398	0.068529	-0.124277	-0.143156	0.198810	-0.053446	0.105742	-0.231359	0.292276	-0.367803	-0.367547	0.155559	0.199037	0.068732	-0.104004	0.162586	-0.019785	-0.072737	0.037896	-0.003959	0.054306	-0.058504	0.004197	0.015305	-0.152980	-0.267162	-0.234598	-0.091902	-0.323714	-0.190996	-0.207332	-0.401922	-0.351971	-0.283643	0.535224	0.621821	-0.589486	-0.583744	-0.593912	0.998924	-0.594529	0.877102	-0.594952	-0.594836	0.984207	1.081302	0.943805	-0.477394	0.048926	0.293386	0.265697	-0.029623	-0.081823	-0.021577	-0.021812	0.081808	0.053857	-0.029623	-0.081823	-0.000717	-0.000952	0.102668	0.074717	0.081457	0.075439	0.015513	-0.168224	-0.179900	-0.223495	-0.407523	-0.405766	-0.207815	0.607686	0.636911	0.514200	0.477777	-0.753376	-0.753663	-0.754090	0.961862	0.793886	0.676839	-0.755482	1.102802	-0.755160	-0.755591
MTR_5g037410	-0.143335	-0.037509	0.435353	0.036985	-0.146202	-0.246636	-0.393937	-0.738941	-0.235022	-1.204817	0.091999	-0.277994	0.841639	0.741534	0.813280	0.280411	0.402644	-0.219450	-0.554001	0.459938	0.413332	0.524704	-0.401482	-0.442489	-0.260807	0.556824	0.510218	0.621590	-0.304596	-0.345603	-0.260807	-0.308001	-0.208815	-0.006932	-0.136142	-0.041385	0.054723	0.110881	-0.161478	0.214497	0.100554	0.145436	0.185601	0.094081	0.066005	-0.275412	-0.350422	0.030643	-0.246405	-0.223615	-0.192488	-0.416985	0.331805	0.350889	0.183470	0.153856	0.028833	-0.448443	-0.173520	0.337725	0.267298	0.221866	-0.204928	0.040844	0.105641	-0.146486	-0.433049	-0.536008	-0.242439	-0.359474	-0.081063	-0.042618	-0.012668	-0.260937	0.175898	0.730394	0.332447	0.489519	0.624745	-1.515835	-1.510093	-0.010692	0.322454	0.367635	0.391166	0.119807	0.609987	0.033155	0.613142	0.194526	-1.068361	0.424032	0.214005	0.577613	0.371582	0.262283	0.226260	-0.332807	-0.725760	-0.582707	0.371582	0.262283	0.742846	0.183779	-0.209174	-0.066121	-0.493430	-0.247720	-0.595470	0.099922	0.585364	0.094761	-0.227310	0.179319	-0.201569	0.161426	-0.006627	0.191607	0.017137	0.027188	0.438682	0.159234	-0.007666	0.550748	-0.025545	0.192063	0.138358	-1.809145	0.127338
MTR_5g071540	0.138722	0.275381	0.440247	0.092124	0.211440	-0.696992	-0.492202	0.128311	-0.876148	-0.540749	-0.138248	0.725908	-0.030612	0.065959	0.231522	-0.146402	-0.272440	0.884174	0.593061	-0.265123	-0.331435	-0.502485	0.219673	0.286308	0.417385	-0.412788	-0.479100	-0.650150	0.072008	0.138643	0.417385	0.185074	0.311545	0.112683	-0.005228	0.283313	0.310989	0.212300	0.394896	0.337230	0.241250	0.283157	0.297830	0.418990	0.276216	-1.554053	-1.609568	0.041320	-0.471408	0.004129	-0.062262	-0.288642	-1.009814	-1.009558	1.076363	0.946710	0.773162	-0.276699	0.191413	0.419410	-0.213173	0.010251	-0.131201	-0.051674	-0.051674	0.103349	-0.235387	-0.043822	1.222128	1.217162	1.277836	1.185947	0.984561	1.081344	1.588944	0.791881	0.676663	0.609892	0.604684	-0.992901	-0.987159	-0.997327	-0.997825	-0.997945	-0.997520	-0.998367	-0.998251	-0.998367	-0.998367	-0.997798	-2.031628	0.163487	0.442999	0.009374	-0.022324	-0.001687	-0.089307	0.657259	0.345107	0.550732	-0.022324	-0.001687	-0.270349	0.476217	0.164065	0.369690	-0.003972	-0.055788	-0.143188	0.013285	-0.549960	-0.278495	-0.063105	0.008196	0.427600	-0.034898	-0.059297	1.419571	1.620209	-0.500810	-0.501097	-0.501524	-0.501063	-0.502453	-0.501998	1.477377	-0.502588	-0.502594	-0.503025
MTR_5g076920	0.118849	0.118137	-0.148323	-0.003620	0.084181	-0.245606	-0.288296	-0.682344	-0.038757	0.345509	0.060137	0.127597	0.083129	0.158895	0.077599	0.166512	0.036460	0.029945	0.032366	0.156139	0.047772	0.085429	-0.219451	-0.102253	-0.117334	0.203057	0.094690	0.132347	-0.172533	-0.055335	-0.117334	-0.002962	0.035403	-0.032951	0.050009	-0.004663	0.030768	0.088182	0.013433	0.095591	0.047986	0.016498	0.066456	0.051804	0.001839	-0.207334	-0.217616	-0.323009	-0.537877	-0.254853	-0.496913	-0.475080	1.813536	0.833169	-0.212485	-0.241132	-0.105352	-0.112417	-0.049331	0.071944	0.032921	0.106212	-0.049331	0.064953	-0.072720	0.007767	-0.982361	-1.002778	-0.684700	-0.841417	-0.917615	-0.776924	-1.152256	-0.828954	-0.414131	-0.820613	-0.802445	-0.157478	-0.121799	-0.016462	1.519797	0.914008	1.067872	0.887362	0.841030	0.804680	0.782022	0.691105	0.770960	1.241095	0.912533	-0.316590	0.029060	-0.249894	-0.098690	0.050878	0.249162	-0.176929	-0.178699	-0.173021	-0.098690	0.050878	0.468180	0.042089	0.040319	0.045997	-0.043409	-0.292730	-0.030108	-0.033583	-0.196759	-0.510989	-0.148024	-0.147279	0.079280	0.399462	0.327550	-0.859545	-0.718915	-0.033596	0.190658	0.580406	0.133104	0.017579	0.254227	-0.021919	0.133950	0.390224	-0.066173
MTR_5g091760	0.164539	0.080301	0.414163	0.120824	0.239680	-0.089251	-0.067152	-0.089251	-0.089251	-0.089251	-0.072284	-0.060662	-0.064091	-0.089251	-0.089251	-0.089251	-0.089251	-0.041314	-0.036975	-0.008353	0.040413	-0.033262	-0.027921	0.066099	0.033111	-0.019155	0.029611	-0.044064	-0.038723	0.055297	0.033111	-0.009825	-0.039364	-0.021833	0.013485	-0.021833	0.035913	-0.021833	-0.021833	-0.021833	0.058236	-0.021833	0.013600	0.027764	0.025668	-0.021833	-0.021833	-0.347324	-0.077441	-0.347324	-0.214971	-0.263081	0.943984	0.984772	-0.297096	-0.149947	-0.231571	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.032538	-0.032538	0.065075	-0.099165	-0.003351	-0.099165	-0.039641	-0.030436	-0.014991	-0.023770	-0.099165	-0.021795	-0.037925	-0.022180	-0.063520	-0.088647	-0.093699	-0.087957	-0.098125	-0.098623	-0.098742	-0.098317	1.615192	-0.099049	-0.099165	-0.099165	-0.098595	-0.066964	-0.066964	-0.066964	0.004051	0.074298	0.021714	0.086710	-0.006289	-0.021969	-0.053632	0.074298	0.021714	0.043751	-0.049248	-0.064928	-0.096591	-0.109923	0.354587	-0.038254	-0.014235	-0.025159	0.056830	0.065705	-0.050247	0.013450	-0.050247	-0.035492	-0.001810	0.009730	0.000405	0.000118	-0.000309	0.000152	-0.001238	-0.000783	-0.001701	-0.001373	-0.001379	-0.001810
MTR_6g009260	-0.379272	-0.391463	-0.391463	-0.391463	-0.380661	0.687904	0.563214	1.047087	1.230455	0.962230	-0.336390	-0.350782	-0.293043	-0.329952	-0.351791	-0.260607	-0.296747	-0.337252	0.011348	-0.010543	0.021247	-0.018729	0.019476	-0.022797	-0.053551	-0.031858	-0.000068	-0.040044	-0.001839	-0.044112	-0.053551	0.079322	0.145700	-0.173728	-0.396960	-0.415440	-0.453373	-0.453373	0.191226	-0.248705	0.105705	-0.397244	-0.453373	-0.418329	-0.453373	1.986361	1.580607	1.149638	0.774489	0.910640	0.644611	1.138198	0.069253	-1.256947	-1.150692	-1.215438	-1.063750	-0.197713	-0.326765	0.117713	0.089961	0.112073	0.204733	-0.199045	-0.036697	0.235742	2.481286	2.359197	-0.292710	-0.292710	-0.221096	-0.205368	-0.292710	-0.292710	-0.141386	-0.198780	-0.232189	0.407125	0.121646	-0.287244	-0.281502	-0.291670	-0.292168	-0.292287	-0.291862	-0.292710	-0.292594	-0.292710	-0.292710	-0.292140	-0.042843	0.055860	0.043651	-0.042843	-0.026757	-0.035031	-0.027974	-0.029559	0.152041	0.015243	-0.026757	-0.035031	-0.127630	-0.129215	0.052385	-0.084413	0.267369	0.163314	-0.046876	-0.042212	-0.052722	0.102463	-0.166728	-0.149378	0.108871	0.025386	0.079388	0.088473	0.335958	-0.041246	-0.041533	-0.041960	-0.041499	-0.042889	-0.042434	-0.043352	-0.043024	-0.043030	-0.043461
MTR_6g012460	0.377563	0.273282	-0.092085	-0.137718	0.526420	-0.568077	-0.245471	-0.095192	-0.306863	-0.746117	0.213394	0.254749	0.033491	0.064126	0.043717	0.167808	0.074885	0.162089	0.194713	-0.386067	-0.214061	-0.184987	0.289527	0.300878	0.164899	-0.436393	-0.264387	-0.235313	0.239201	0.250552	0.164899	0.173814	-0.057270	0.180265	0.146206	0.088609	0.173092	-0.074784	0.251650	0.060126	0.134265	-0.037140	-0.009202	-0.030935	-0.023547	-0.461161	-0.397450	0.248220	0.196216	0.418827	0.258242	0.454585	-1.743781	-1.743525	0.718024	0.591930	0.601265	-0.001066	0.128336	-0.014495	0.096686	0.044079	-0.253540	-0.091217	-0.070476	0.161693	-0.204636	-0.115191	0.611010	0.409280	0.441423	0.192116	0.258013	0.387048	0.453427	0.038948	0.303579	1.009049	0.913936	-2.227958	-2.222216	0.706677	-0.156158	0.086045	-0.531494	0.346373	-0.193650	0.325109	-0.505472	-0.325247	0.172907	-0.175453	-0.335805	-0.218806	-0.278584	-0.143454	-0.235802	0.393151	0.674117	0.569762	-0.278584	-0.143454	-0.515293	0.113660	0.394626	0.290271	-0.040750	-0.110918	-0.133473	0.132708	-0.130832	-0.510639	0.023759	-0.348593	-0.020520	0.420936	0.435056	1.237309	1.370005	0.580498	-0.065092	0.275418	-2.030176	0.459925	-0.033410	0.330646	0.521372	-2.031707	-0.614792
MTR_6g022000	0.077165	0.121638	-0.019458	-0.082448	0.090433	-0.082448	-0.082448	-0.082448	-0.082448	-0.082448	-0.082448	-0.034633	-0.082448	0.488847	0.166038	-0.082448	-0.082448	-0.065554	0.007900	0.002069	0.046117	-0.039837	-0.028028	0.011780	-0.101563	-0.064399	-0.020351	-0.106305	-0.094496	-0.054688	-0.101563	0.575483	-0.032116	-0.389671	1.870082	0.342648	-0.559485	0.151112	0.594697	0.309969	-0.361520	0.071037	0.454906	-1.021455	0.580588	-1.021455	-1.021455	-0.000073	-0.000073	-0.000073	-0.000073	-0.000073	0.000166	0.000422	-0.000073	-0.000073	-0.000073	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.018659	-0.018659	-0.018659	-0.018659	-0.018659	-0.018659	0.189402	-0.018659	0.200882	-0.018659	-0.018659	-0.018659	-0.018659	-0.013193	-0.007451	-0.017619	-0.018117	-0.018236	-0.017811	-0.018659	-0.018543	-0.018659	-0.018659	-0.018089	1.992321	-0.191295	-0.191295	-0.191295	-0.172591	-0.174682	-0.191295	-0.179494	-0.165020	-0.188077	-0.172591	-0.174682	-0.012343	-0.000542	0.013932	-0.009125	0.057454	-0.012343	-0.012343	-0.012343	-0.012343	-0.110624	-0.110624	-0.110624	0.302021	-0.019169	0.049022	-0.000848	-0.000848	0.001367	0.001080	0.000652	0.001114	-0.000276	0.000178	-0.000739	-0.000411	-0.000417	-0.000848
MTR_6g033405	0.154531	-0.255004	-0.415290	0.098398	0.203710	-0.385614	-0.227787	0.030202	-0.290435	-0.264785	-0.097000	0.138374	0.426319	0.317931	0.330880	0.001960	0.074638	0.158973	-0.100936	0.109475	-0.035045	0.036585	-0.088340	0.078259	0.295925	0.209273	0.064753	0.136383	0.011458	0.178057	0.295925	-0.635647	-0.556131	-0.280801	-0.203013	-0.027032	-0.265696	-0.081931	0.088892	-0.022184	-0.021787	0.104228	0.058576	-0.020680	-0.116227	0.257363	0.530288	-0.064562	0.096891	-0.023006	0.092892	-0.033091	0.385648	0.440854	-0.412347	-0.269917	-0.213364	0.257467	0.283202	-0.080292	-0.389210	-0.212432	0.141266	-0.050792	0.006971	0.043821	0.141754	0.175413	0.105549	0.093403	0.048258	0.180105	-0.012905	0.120945	0.517703	0.375599	0.372826	-0.225084	-0.201302	-3.212034	-0.204985	-0.466996	0.527176	0.401643	0.284776	0.143554	0.151911	0.186808	0.282082	0.213792	-0.167264	-0.135079	-0.291493	-0.260026	-0.147284	0.001293	0.023511	0.576367	0.169469	0.376498	-0.147284	0.001293	0.100782	0.653638	0.246740	0.453769	-0.631282	-0.371962	-0.441226	0.052078	-0.062538	0.265907	0.176016	0.045615	0.433976	-0.444953	-0.476562	-0.238691	-0.253210	-0.193618	0.456637	0.010479	0.142735	0.278447	0.055693	0.251558	-0.540537	-0.287672	0.318183
MTR_6g070950	-0.025787	-0.224409	-0.195660	0.197014	0.069153	-0.343684	-0.191759	-0.859255	0.574555	-0.073007	0.048330	0.118990	0.236918	0.288711	0.232639	0.026546	0.086260	0.034448	-0.017903	0.152194	0.193389	0.142036	-0.280792	-0.188922	0.125434	0.234120	0.275315	0.223962	-0.198866	-0.106996	0.125434	-0.306618	-0.371783	-0.064341	-0.270558	0.020712	0.035615	0.069427	0.043657	0.004035	0.118995	0.105150	-0.008613	0.139672	0.123574	-0.115682	-0.201637	-0.017720	-0.018251	-0.294914	-0.008648	-0.148023	-0.558843	1.051993	-0.044088	0.069245	-0.030746	-0.057654	-0.066990	0.233571	0.118985	-0.199650	-0.028265	0.026873	0.036890	-0.063764	-0.461123	-0.354494	0.127134	-0.031659	-0.028904	0.058469	0.381430	0.209159	-0.052752	0.093696	0.009132	-0.270129	-0.189832	-0.674669	-0.668927	-0.679095	0.998779	1.285321	1.109238	-0.680135	0.780688	0.398371	-0.680135	-0.679565	0.733620	0.014249	0.032872	-0.107546	0.025985	-0.147911	-0.159594	0.271057	-0.428759	-0.112048	0.025985	-0.147911	0.173405	0.604056	-0.095760	0.220951	-0.338825	0.051973	-0.194368	-0.341564	-0.079872	0.212834	0.113926	0.038706	-0.001942	-0.193963	-0.169562	0.149925	0.220510	-0.289314	-0.289601	-0.290028	-0.289567	-0.290957	-0.290502	-0.291420	-0.291092	2.243574	-0.291529
MTR_6g087530	-0.017663	-0.112356	-0.031253	0.018446	-0.091783	0.339978	-0.008479	-0.246529	0.656315	0.035432	-0.105298	-0.041991	-0.066688	-0.056787	-0.067106	-0.009122	-0.143500	-0.051621	0.147514	-0.044513	-0.068191	-0.028350	0.010322	-0.016783	0.017795	-0.066352	-0.090030	-0.050189	-0.011517	-0.038622	0.017795	0.064613	0.156511	-0.057117	0.026583	-0.041577	0.011363	-0.032064	-0.089978	-0.034537	-0.049311	-0.037249	-0.120405	0.015404	-0.079905	0.208469	0.280327	-0.127551	-0.187989	-0.119520	-0.175478	-0.099631	0.804921	0.447324	-0.255081	-0.135320	-0.151673	0.188251	0.192147	-0.058078	-0.289284	-0.133681	0.100645	0.024282	-0.168300	0.144019	0.258474	0.288965	-0.173101	-0.203243	-0.165660	0.020787	-0.079836	-0.152579	-0.064083	-0.038921	-0.001575	0.533806	0.522996	-0.609191	-0.603449	-0.613617	0.578165	0.553164	0.793663	-0.614657	-0.614541	0.440242	0.558276	-0.614087	0.233131	0.525861	0.494580	0.357248	-0.277759	-0.205953	-0.249342	0.001123	-0.252852	-0.142321	-0.277759	-0.205953	-0.163302	0.087163	-0.166812	-0.056281	0.200530	0.100042	0.007197	0.016047	-0.024588	-0.073188	-0.195890	-0.273682	-0.193397	0.320130	0.416030	0.473159	0.302928	-0.608931	-0.609218	0.869001	-0.609184	0.785161	-0.610119	0.677436	-0.610709	-0.610715	0.551192
MTR_6g093150	0.073747	-0.108523	0.082614	0.108925	0.207873	0.244411	-0.140130	0.021332	-0.232256	0.466878	-0.178335	-0.073023	-0.114515	-0.040579	-0.128700	-0.097104	-0.086912	-0.005711	-0.033276	0.138771	0.152908	0.119540	-0.232408	-0.145535	0.116913	0.190525	0.204662	0.171294	-0.180654	-0.093781	0.116913	-0.138745	-0.387128	-0.122287	-0.072953	-0.051316	-0.049406	-0.111299	0.190258	0.165452	0.117561	0.093458	0.114815	0.115305	0.108824	-0.260663	-0.237753	-0.200296	-0.217903	-0.112898	-0.047081	-0.281409	1.170133	-0.456795	0.068929	-0.030801	0.108122	-0.037370	0.104872	-0.041034	-0.036887	0.006286	0.004133	0.003572	-0.077200	0.073627	-0.565912	-0.634130	0.192064	0.178178	0.216743	0.094139	0.179654	0.218928	-0.282924	-0.107727	-0.445487	-0.729082	-0.609849	-0.877624	1.551517	0.479531	0.322628	0.441673	0.692435	0.001724	0.223508	-0.005351	0.347877	-0.882520	0.336521	-0.072919	-0.083685	-0.047522	0.000534	-0.085506	-0.099383	0.363257	-0.214851	-0.011470	0.000534	-0.085506	0.158599	0.621239	0.043131	0.246512	-0.311587	-0.217867	-0.313498	-0.082149	-0.144383	0.123544	0.186924	0.120047	0.076885	-0.261593	-0.245808	-0.628369	-0.708229	0.751611	0.755042	-0.935022	-0.934561	0.575102	1.557238	0.178481	-0.936086	0.296588	0.028202
MTR_6g093170	-0.018434	0.073590	0.118131	0.019005	-0.357730	-0.088303	0.044608	0.134585	-0.286110	-0.584666	0.118922	0.056741	0.072379	0.141261	0.148363	0.171476	0.141033	0.095151	-0.063607	0.345028	0.241123	0.311329	-0.368995	-0.464875	-0.282051	0.462577	0.358672	0.428878	-0.251446	-0.347326	-0.282051	-0.104730	0.017480	-0.005750	0.016333	0.097041	-0.028860	-0.032675	-0.162055	-0.057788	-0.102233	0.053923	0.044861	-0.042507	-0.044112	0.168024	0.095804	-0.211671	0.025350	-0.159481	-0.106073	-0.031639	1.098931	-0.993036	0.107774	0.108988	0.160860	-0.078484	0.003005	0.011966	-0.017053	-0.011499	0.092068	0.063645	-0.093963	0.030317	-0.386197	-0.288989	-0.469341	-0.607478	-0.387329	-0.535604	-0.481037	-0.417187	-0.427490	-0.410525	-0.433719	-0.303491	-0.329628	-1.425182	1.064956	0.771154	0.784543	0.789680	0.890301	0.477368	0.519410	0.146724	0.484730	0.974322	0.683957	0.293284	0.366971	0.356793	0.172207	-0.044517	0.107483	-0.507601	-0.843098	-0.713167	0.172207	-0.044517	0.453875	-0.161209	-0.496706	-0.366775	0.198528	0.224385	0.185803	0.045494	-0.083397	0.176321	-0.251961	-0.206381	0.088327	0.181603	0.012090	-0.740857	-0.888646	0.507679	0.809789	-0.208200	0.281944	0.120482	0.132844	0.376416	-0.173384	-0.319541	0.101470
MTR_6g445110	0.281616	0.389990	-0.111962	-0.016379	0.269437	-1.838798	-0.581122	-1.179754	-0.214186	-0.846988	0.488345	0.032282	0.731510	0.734272	0.735666	0.511822	0.526326	0.087927	-0.001693	-0.126005	-0.151099	-0.310873	0.159492	0.430176	0.144523	0.050584	0.025490	-0.134284	0.336081	0.606765	0.144523	-0.442737	-0.730941	-0.488499	0.361572	0.335187	-0.104947	0.045428	0.106683	0.128075	-0.125674	0.118954	-0.082197	-0.084561	0.034758	-0.095291	-0.149494	0.495045	0.274376	0.436991	0.371182	0.016375	-1.885911	-0.462871	0.217033	0.161483	0.376294	0.067539	0.085099	-0.132934	-0.131548	0.025958	0.085885	-0.105367	-0.012571	0.117939	0.299030	0.560760	0.925266	0.983702	0.926239	1.050203	0.859688	0.999576	1.333212	1.305192	1.179017	-1.446360	-0.837357	-1.440894	-1.435152	0.708286	-1.445818	-1.445937	0.180835	-0.406778	-1.446244	-0.249374	0.288699	-1.445790	-1.124609	-0.198970	-0.158690	-0.247467	-0.082239	-0.014578	0.099086	0.678346	0.616229	0.529708	-0.082239	-0.014578	-0.044618	0.534642	0.472525	0.386004	-0.589374	-0.329696	-0.399342	0.028809	-0.058950	0.669166	0.552389	0.731238	0.444606	-1.062494	-1.334903	0.062591	-0.021091	1.052379	-0.751373	-0.751800	1.390016	-0.752729	0.715567	-0.753192	-0.752864	-0.752870	1.315366
MTR_7g005280	0.101941	-0.210718	0.049088	0.243533	-0.443328	-0.195576	-0.256080	-0.056221	-0.437280	-0.731715	0.075337	0.572070	0.120697	0.116675	0.136540	0.172237	0.255104	0.487696	0.483222	-0.312088	-0.128481	-0.146813	0.077855	0.026304	-0.101295	-0.183794	-0.000187	-0.018519	0.206149	0.154598	-0.101295	0.034880	0.009463	0.252862	0.046089	-0.173607	-0.041400	0.043749	0.025605	-0.155291	0.031785	-0.062299	-0.091856	-0.062299	-0.048173	0.186470	0.048372	0.532221	0.662732	0.593826	0.679086	0.969053	-2.187767	-3.833515	1.035550	0.771901	0.776917	0.225993	-0.020742	0.046190	-0.091226	-0.075217	-0.085000	-0.220088	-0.167764	0.387853	2.167559	2.167559	2.384360	2.317773	2.368952	1.985213	2.064155	2.012923	2.036095	1.627442	1.832308	2.665156	2.656993	1.063633	-2.925279	-2.935447	-2.935945	-2.936064	-2.935639	-2.936487	-2.936371	-2.936487	-2.936487	-2.935917	-4.001899	0.854789	0.486900	0.785736	0.208762	0.085805	0.017226	0.204701	0.581409	0.482006	0.208762	0.085805	-0.477321	-0.289846	0.086862	-0.012541	0.075339	0.062549	0.080099	0.477201	-0.002341	-0.426524	-0.434150	-0.364982	0.092461	0.513388	0.619806	3.890346	3.933232	-1.546919	1.826155	0.189701	0.999718	-1.548562	-1.548107	-1.549025	-1.548697	-1.548703	-1.549134
MTR_7g032900	-1.092222	-1.057549	-1.028600	-0.918681	-0.833034	1.871341	2.198832	2.356022	2.316666	2.358165	-0.562793	-0.614596	-0.933491	-1.097613	-1.155489	-0.650481	-0.601566	-0.554909	0.418392	-0.054376	-0.179261	-0.167737	-0.053725	0.036709	-0.029529	0.070639	-0.054246	-0.042722	0.071290	0.161724	-0.029529	-0.065844	-0.081780	-0.385946	-0.360664	-0.568718	-0.561520	-0.488042	-0.548022	-0.621878	-0.581402	-0.536232	-0.603381	-0.691588	-0.490928	3.310630	3.127692	1.940569	1.938243	2.013775	1.985091	1.913983	-2.029406	-2.029150	-1.852647	-1.960818	-1.919637	0.414449	0.476479	-0.511981	-0.475959	-0.360766	0.457778	-0.120468	-0.077206	0.197673	3.223853	3.277604	0.610417	0.742235	0.379109	0.326823	0.540843	0.449464	0.989709	0.416885	0.627201	-0.796258	-0.867683	-0.898209	-0.892467	-0.902635	-0.903133	-0.903252	-0.902827	-0.903675	-0.903559	-0.903675	-0.903675	-0.903105	0.783482	-0.241755	-0.241755	-0.241755	-0.078266	0.017658	-0.124764	-0.185502	0.342279	0.030989	-0.078266	0.017658	-0.441417	-0.502155	0.025626	-0.285664	-0.322596	-0.286102	-0.310619	1.286238	0.836692	0.208133	0.537832	0.291063	0.686348	-0.873164	-0.850210	0.172765	0.169044	-0.240023	-0.240310	1.829647	-0.240276	-0.241666	-0.241211	-0.242129	-0.241801	-0.241807	-0.242238
